(639*Pi)/1280,0.9999981000722953
(63901*Pi)/128000,0.9999931552432182
(31951*Pi)/64000,0.9999978327319891
(63903*Pi)/128000,0.9999283008160856
(1997*Pi)/4000,0.9999924483836645
(12781*Pi)/25600,0.9989822749496496
(31953*Pi)/64000,0.9999981067897474
(63907*Pi)/128000,0.8739571399913136
(15977*Pi)/32000,0.9999981599618072
(63909*Pi)/128000,0.9999877255161751
(6391*Pi)/12800,0.9999982603890432
(63911*Pi)/128000,0.999989649760212
(7989*Pi)/16000,0.999995647337324
(63913*Pi)/128000,0.9999952909183293
(31957*Pi)/64000,0.9992069584831065
(12783*Pi)/25600,0.9953412087486376
(15979*Pi)/32000,0.9999925807169133
(63917*Pi)/128000,0.9999991233860559
(31959*Pi)/64000,0.9999991617126122
(63919*Pi)/128000,0.5346787574315917
(799*Pi)/1600,0.9999993929419561
(63921*Pi)/128000,0.9999993021990669
(31961*Pi)/64000,0.9999987573086772
(63923*Pi)/128000,0.999998986189567
(15981*Pi)/32000,0.8205904615133467
(2557*Pi)/5120,0.9998222242357072
(31963*Pi)/64000,0.9999992580135024
(63927*Pi)/128000,0.9999994311769571
(7991*Pi)/16000,0.9999993281537505
(63929*Pi)/128000,0.999999309306314
(6393*Pi)/12800,0.99999884804994
(63931*Pi)/128000,0.9999977336306062
(15983*Pi)/32000,0.9985815592116397
(63933*Pi)/128000,0.9999283798388073
(31967*Pi)/64000,0.9999993685812357
(12787*Pi)/25600,0.9999995657882076
(999*Pi)/2000,0.9999300959952728
(63937*Pi)/128000,0.9999996337933118
(31969*Pi)/64000,0.9999995794721774
(63939*Pi)/128000,0.9999900625660288
(3197*Pi)/6400,0.999999473754175
(63941*Pi)/128000,0.9999964305408672
(31971*Pi)/64000,0.9999980097831954
(63943*Pi)/128000,0.6734901687707746
(7993*Pi)/16000,0.9999964471609286
(12789*Pi)/25600,0.9999994533818322
(31973*Pi)/64000,0.9999996471866114
(63947*Pi)/128000,0.9999966189165275
(15987*Pi)/32000,0.8730301007320932
(63949*Pi)/128000,0.9999963242178861
(1279*Pi)/2560,0.9999836662729241
(63951*Pi)/128000,0.5404902642153652
(3997*Pi)/8000,0.9999996339137064
(63953*Pi)/128000,0.9999989739746074
(31977*Pi)/64000,0.9999997240859827
(12791*Pi)/25600,0.9999997075685988
(15989*Pi)/32000,0.9999874528925689
(63957*Pi)/128000,0.9999978202077067
(31979*Pi)/64000,0.9998724830920318
(63959*Pi)/128000,0.9999988830588152
(1599*Pi)/3200,0.9999919309396695
(63961*Pi)/128000,0.9999997120315156
(31981*Pi)/64000,0.9999997879728263
(63963*Pi)/128000,0.9999989541644283
(15991*Pi)/32000,0.9999992531772924
(12793*Pi)/25600,0.9999998074524412
(31983*Pi)/64000,0.9998723271309686
(63967*Pi)/128000,0.9999996735571597
(1999*Pi)/4000,0.9999998028015848
(63969*Pi)/128000,0.9999997269513591
(6397*Pi)/12800,0.9999903126840305
(63971*Pi)/128000,0.9999998724068219
(15993*Pi)/32000,0.9997305998310028
(63973*Pi)/128000,0.9999997624034529
(31987*Pi)/64000,0.9997659861698484
(2559*Pi)/5120,0.9999999414798418
(7997*Pi)/16000,0.999999942098102
(63977*Pi)/128000,0.9999996866141695
(31989*Pi)/64000,0.9999999067256313
(63979*Pi)/128000,0.9999999376462033
(3199*Pi)/6400,0.9999998218161591
(63981*Pi)/128000,0.9999971035311803
(31991*Pi)/64000,0.9999999674750387
(63983*Pi)/128000,0.9999991201822986
(3999*Pi)/8000,0.9999998223763064
(12797*Pi)/25600,0.9993935423994343
(31993*Pi)/64000,0.9999999815090483
(63987*Pi)/128000,0.9999996588955058
(15997*Pi)/32000,0.9999999452285601
(63989*Pi)/128000,0.9999999321202256
(6399*Pi)/12800,0.9999998853284424
(63991*Pi)/128000,0.9999998815666374
(7999*Pi)/16000,0.9999803940552603
(63993*Pi)/128000,0.9999998987539693
(31997*Pi)/64000,0.9999999900252357
(12799*Pi)/25600,0.9999999873014352
(15999*Pi)/32000,0.9999999782915466
(63997*Pi)/128000,0.9999999906978824
(31999*Pi)/64000,0.99999999770472
(63999*Pi)/128000,0.9999999964770107
Pi/2,0.9999999999403256
(64001*Pi)/128000,0.999999998000685
(32001*Pi)/64000,0.9999999995084224
(64003*Pi)/128000,0.9999999967153688
(16001*Pi)/32000,0.9999999781088674
(12801*Pi)/25600,0.999999968395686
(32003*Pi)/64000,0.9999998271581068
(64007*Pi)/128000,0.999999970299813
(8001*Pi)/16000,0.9999999899904367
(64009*Pi)/128000,0.9999999766406588
(6401*Pi)/12800,0.9999999718897609
(64011*Pi)/128000,0.9999995554884127
(16003*Pi)/32000,0.997148963946148
(64013*Pi)/128000,0.999999971316682
(32007*Pi)/64000,0.999999841796296
(12803*Pi)/25600,0.9993999436051115
(4001*Pi)/8000,0.9999984153989189
(64017*Pi)/128000,0.9999838017122198
(32009*Pi)/64000,0.9999999585256163
(64019*Pi)/128000,0.9999999632453228
(3201*Pi)/6400,0.9999999190062149
(64021*Pi)/128000,0.9986207945538595
(32011*Pi)/64000,0.9999993430039159
(64023*Pi)/128000,0.9999797983000401
(8003*Pi)/16000,0.9999998620420967
(2561*Pi)/5120,0.9987005680393937
(32013*Pi)/64000,0.9999998328395535
(64027*Pi)/128000,0.9999999237817366
(16007*Pi)/32000,0.9999997436136849
(64029*Pi)/128000,0.5510536809903349
(6403*Pi)/12800,0.9999987862472051
(64031*Pi)/128000,0.9999772803148171
(2001*Pi)/4000,0.9999998160952331
(64033*Pi)/128000,0.9999982230061302
(32017*Pi)/64000,0.999998705963158
(12807*Pi)/25600,0.9999986160360653
(16009*Pi)/32000,0.9999972879216154
(64037*Pi)/128000,0.9999997284716632
(32019*Pi)/64000,0.9999997169761546
(64039*Pi)/128000,0.999999683125789
(1601*Pi)/3200,0.9999987331579749
(64041*Pi)/128000,0.999999400353244
(32021*Pi)/64000,0.9998905301304322
(64043*Pi)/128000,0.9999989147629896
(16011*Pi)/32000,0.9999995324996921
(12809*Pi)/25600,0.99881463132373
(32023*Pi)/64000,0.9999994483400448
(64047*Pi)/128000,0.9999995291577498
(4003*Pi)/8000,0.9999995787028948
(64049*Pi)/128000,0.9999942022667833
(1281*Pi)/2560,0.9999994735918215
(64051*Pi)/128000,0.9999743602291156
(16013*Pi)/32000,0.9999935597984471
(64053*Pi)/128000,0.9988821849894606
(32027*Pi)/64000,0.9647420058716322
(12811*Pi)/25600,0.9964080137999254
(8007*Pi)/16000,0.9999995835680872
(64057*Pi)/128000,0.9999986746890435
(32029*Pi)/64000,0.9999992005744944
(64059*Pi)/128000,0.9999994730682369
(3203*Pi)/6400,0.9999995252988129
(64061*Pi)/128000,0.9327693168291719
(32031*Pi)/64000,0.9999974581728597
(64063*Pi)/128000,0.9999995728922252
(1001*Pi)/2000,0.9999995336302504
(12813*Pi)/25600,0.9999982699278992
(32033*Pi)/64000,0.9999979088581219
(64067*Pi)/128000,0.9981216259091545
(16017*Pi)/32000,0.9999990900880164
(64069*Pi)/128000,0.9999968418300115
(6407*Pi)/12800,0.9999861202048144
(64071*Pi)/128000,0.9999987304121015
(8009*Pi)/16000,0.9991471326006598
(64073*Pi)/128000,0.9999961208338404
(32037*Pi)/64000,0.9999987678013841
(2563*Pi)/5120,0.9999979206624166
(16019*Pi)/32000,0.999999057460045
(64077*Pi)/128000,0.9999970311906521
(32039*Pi)/64000,0.9983537057211516
(64079*Pi)/128000,0.9999983476466869
(801*Pi)/1600,0.49110494862957094
(64081*Pi)/128000,0.9999993634689855
(32041*Pi)/64000,0.9999872891497746
(64083*Pi)/128000,0.9999849013939486
(16021*Pi)/32000,0.9999792010958005
(12817*Pi)/25600,0.9999976569127985
(32043*Pi)/64000,0.9999989987164098
(64087*Pi)/128000,0.9999985834597028
(8011*Pi)/16000,0.9999704863569349
(64089*Pi)/128000,0.9999953225430919
(6409*Pi)/12800,0.9998432996133113
(64091*Pi)/128000,0.9999988576603381
(16023*Pi)/32000,0.9999589408180951
(64093*Pi)/128000,0.9999987344004864
(32047*Pi)/64000,0.9999982122927706
(12819*Pi)/25600,0.9999985847377597
(2003*Pi)/4000,0.9999978733301645
(64097*Pi)/128000,0.9983064935701044
(32049*Pi)/64000,0.9999988673073987
(64099*Pi)/128000,0.8239728310343543
(641*Pi)/1280,0.9999964722677268